000,229625,2456802.625,8,2.01326592,244,229621,2456802.61736,8,2.01326592,244,P10Hetdex
001,229509,2456804.625,8,2.01326592,242,229507,2456804.61736,8,2.01326592,244,P14Hetdex04
002,229511,2456804.625,8,2.01326592,242,229507,2456804.61736,8,2.01326592,244,P22Hetdex04
003,229587,2456807.625,8,2.01326592,244,229585,2456807.61736,8,2.01326592,244,P18Hetdex03
004,229589,2456807.625,8,2.01326592,244,229585,2456807.61736,8,2.01326592,244,P26Hetdex03
005,230409,2456809.65431,8,2.01326592,244,230407,2456809.64667,8,2.01326592,242,P30Hetdex06
006,230411,2456809.65431,8,2.01326592,244,230407,2456809.64667,8,2.01326592,242,P34Hetdex06
007,230423,2456810.67236,8,2.01326592,244,230421,2456810.66472,8,2.01326592,237,P38Hetdex07
008,230425,2456810.67236,8,2.01326592,244,230421,2456810.66472,8,2.01326592,237,P42Hetdex07
009,231167,2456817.66667,8,2.01326592,244,231165,2456817.65903,8,2.01326592,242,P2Hetdex01
010,231169,2456817.66667,8,2.01326592,244,231165,2456817.65903,8,2.01326592,242,P9Hetdex01
011,231175,2456820.625,8,2.01326592,241,231173,2456820.61736,8,2.01326592,244,P7Hetdex11
012,231177,2456820.625,8,2.01326592,240,231173,2456820.61736,8,2.01326592,244,P12Hetdex11
013,231639,2456822.625,8,2.01326592,244,231637,2456822.61736,8,2.01326592,244,P11Hetdex12
014,231641,2456822.625,8,2.01326592,244,231637,2456822.61736,8,2.01326592,244,P13Hetdex12
015,231631,2456824.625,8,2.01326592,241,231629,2456824.61736,8,2.01326592,244,P15Hetdex13
016,231633,2456824.625,8,2.01326592,241,231629,2456824.61736,8,2.01326592,244,P16Hetdex13
017,232249,2456828.75,8,2.01326592,244,232247,2456828.74236,8,2.01326592,244,P32Hetdex08
018,232251,2456828.75,8,2.01326592,241,232247,2456828.74236,8,2.01326592,244,P33Hetdex08
019,232241,2456829.54167,8,2.01326592,244,232239,2456829.53403,8,2.01326592,244,P3Hetdex16
020,232243,2456829.54167,8,2.01326592,244,232239,2456829.53403,8,2.01326592,244,P4Hetdex16
021,232233,2456831.54167,8,2.01326592,244,232231,2456831.53403,8,2.01326592,244,P19Hetdex17
022,232235,2456831.54167,8,2.01326592,238,232231,2456831.53403,8,2.01326592,244,P20Hetdex17
023,232883,2456835.53333,8,2.01326592,227,232881,2456835.52569,8,2.01326592,244,P29Hetdex19
024,232885,2456835.53333,8,2.01326592,230,232881,2456835.52569,8,2.01326592,244,P31Hetdex19
025,232875,2456837.54167,8,2.01326592,237,232873,2456837.53403,8,2.01326592,244,P23Hetdex20
026,232877,2456837.54167,8,2.01326592,237,232873,2456837.53403,8,2.01326592,244,P24Hetdex20
027,234026,2456854.58333,8,2.00278016,242,234024,2456854.57569,8,2.00278016,244,P35Hetdex10
028,234028,2456854.58333,8,2.00278016,242,234024,2456854.57569,8,2.00278016,244,P36Hetdex10
029,239642,2456865.4876,8,2.00278016,229,239640,2456865.47997,8,2.00278016,239,P25Hetdex09
030,239644,2456865.4876,8,2.00278016,230,239640,2456865.47997,8,2.00278016,239,P27Hetdex09
031,239678,2456868.47917,8,2.00278016,232,239676,2456868.47153,8,2.00278016,244,P5Hetdex41
032,239680,2456868.47917,8,2.00278016,234,239676,2456868.47153,8,2.00278016,244,P8Hetdex28
033,241959,2456894.44888,8,2.00278016,244,241957,2456894.44028,8,2.00278016,244,P1Hetdex15
034,241961,2456894.44888,8,2.00278016,244,241957,2456894.44028,8,2.00278016,244,P37Hetdex15
035,242820,2456911.40541,8,2.00278016,244,242818,2456911.39777,8,2.00278016,244,P39Hetdex19
036,242822,2456911.40541,8,2.00278016,244,242818,2456911.39777,8,2.00278016,244,P40Hetdex19
037,258231,2457040.93958,8,2.00278016,241,258229,2457040.93194,8,2.00278016,244,P17
038,258233,2457040.93958,8,2.00278016,241,258229,2457040.93194,8,2.00278016,244,P21
039,258199,2457044.95694,8,2.00278016,238,258197,2457044.94931,8,2.00278016,244,P181_42
040,258201,2457044.95694,8,2.00278016,237,258197,2457044.94931,8,2.00278016,244,P184_42
041,259433,2457058.92431,8,2.00278016,241,259769,2457058.91667,8,2.00278016,244,P225_47
042,259435,2457058.92431,8,2.00278016,242,259769,2457058.91667,8,2.00278016,244,P221_47
043,259779,2457062.84097,8,2.00278016,243,259777,2457062.83333,8,2.00278016,244,P6
044,259781,2457062.84097,8,2.00278016,243,259777,2457062.83333,8,2.00278016,244,P164_55
045,260315,2457067.84097,8,2.00278016,244,260313,2457067.83333,8,2.00278016,244,P169_55
046,260317,2457067.84097,8,2.00278016,244,260313,2457067.83333,8,2.00278016,244,P173_55
047,260307,2457069.84097,8,2.00278016,244,260305,2457069.83333,8,2.00278016,244,P178_55
048,260309,2457069.84097,8,2.00278016,241,260305,2457069.83333,8,2.00278016,244,P182_55
049,260801,2457073.84097,8,2.00278016,244,260799,2457073.83333,8,2.00278016,244,P227_53
050,260803,2457073.84097,8,2.00278016,243,260799,2457073.83333,8,2.00278016,244,P223_52
051,260793,2457076.84097,8,2.00278016,244,260791,2457076.83333,8,2.00278016,244,P187_55
052,260795,2457076.84097,8,2.00278016,242,260791,2457076.83333,8,2.00278016,244,P191_55
053,261311,2457078.84097,8,2.00278016,244,261309,2457078.83333,8,2.00278016,244,P227_50
054,261313,2457078.84097,8,2.00278016,244,261309,2457078.83333,8,2.00278016,244,P223_50
055,261607,2457082.84097,8,2.00278016,243,261605,2457082.83333,8,2.00278016,244,P196_55
056,261609,2457082.84097,8,2.00278016,243,261605,2457082.83333,8,2.00278016,244,P200_55
057,271897,2457087.84097,8,2.00278016,241,271895,2457087.83333,8,2.00278016,244,P212_42
058,271899,2457087.84097,8,2.00278016,237,271895,2457087.83333,8,2.00278016,244,P209_42
059,274101,2457090.84097,8,2.00278016,243,274097,2457090.83333,8,2.00278016,244,P155_55
060,274091,2457092.84097,8,2.00278016,242,274089,2457092.83333,8,2.00278016,244,P210_45
061,274093,2457092.84097,8,2.00278016,239,274089,2457092.83333,8,2.00278016,244,P210_47
062,281006,2457096.76851,8,2.00278016,243,276346,2457096.76042,8,2.00278016,244,P160_55
063,276258,2457098.84097,8,2.00278016,241,276256,2457098.83333,8,2.00278016,241,P218_45
064,276260,2457098.84097,8,2.00278016,239,276256,2457098.83333,8,2.00278016,241,P217_47
065,280984,2457101.79931,8,2.00278016,240,280980,2457101.79167,8,2.00278016,241,P195_42
066,280986,2457101.79931,8,2.00278016,241,280980,2457101.79167,8,2.00278016,241,P198_42
067,294289,2457103.79931,8,2.00278016,242,294283,2457103.79167,8,2.00278016,244,P155_57
068,299963,2457106.7412,8,2.00278016,243,299957,2457106.73264,8,2.00278016,244,P160_57
069,308333,2457111.75764,8,2.00278016,244,308327,2457111.75,8,2.00278016,244,P169_57
070,318036,2457113.75764,8,2.00278016,243,318032,2457113.75,8,2.00278016,244,P227_55
071,318038,2457113.75764,8,2.00278016,243,318032,2457113.75,8,2.00278016,244,P223_55
072,324998,2457115.83403,8,2.00278016,243,325004,2457115.82639,8,2.00278016,244,P221_45
073,325000,2457115.83403,8,2.00278016,243,325004,2457115.82639,8,2.00278016,244,P219_42
074,337628,2457122.85766,8,2.00278016,243,337624,2457122.85002,8,2.00278016,244,P218_55
075,337630,2457122.85766,8,2.00278016,243,337624,2457122.85002,8,2.00278016,244,P219_52
076,339800,2457128.8436,8,2.00278016,244,339796,2457128.83596,8,2.00278016,244,P219_50
077,339802,2457128.8436,8,2.00278016,243,339796,2457128.83596,8,2.00278016,244,P215_50
078,340572,2457134.81528,8,2.00278016,244,340568,2457134.80694,8,2.00278016,244,P214_45
079,340574,2457134.81528,8,2.00278016,244,340568,2457134.80694,8,2.00278016,244,P216_42
080,340808,2457136.80359,8,2.00278016,244,340804,2457136.79595,8,2.00278016,244,P213_47
081,340810,2457136.80359,8,2.00278016,244,340804,2457136.79595,8,2.00278016,244,P206_50
082,340796,2457138.71389,8,2.00278016,244,340790,2457138.70625,8,2.00278016,244,P155_60
083,341406,2457141.75764,8,2.00278016,244,341402,2457141.75,8,2.00278016,244,P211_50
084,341408,2457141.75764,8,2.00278016,244,341402,2457141.75,8,2.00278016,244,P206_52
085,341978,2457143.79595,8,2.00278016,244,341976,2457143.78831,8,2.00278016,244,P209_55
086,341980,2457143.79595,8,2.00278016,244,341976,2457143.78831,8,2.00278016,244,P210_52
087,342952,2457151.74715,8,2.00278016,244,342948,2457151.73951,8,2.00278016,244,P207_45
088,342954,2457151.74715,8,2.00278016,242,342948,2457151.73951,8,2.00278016,244,P205_42
089,342940,2457152.61833,8,2.00278016,242,342934,2457152.61069,8,2.00278016,244,P161_60
090,343240,2457155.61014,8,2.00278016,244,343244,2457155.6025,8,2.00278016,244,P165_57
091,343224,2457156.75234,8,2.00278016,244,343220,2457156.7447,8,2.00278016,244,P214_55
092,343226,2457156.75234,8,2.00278016,244,343220,2457156.7447,8,2.00278016,244,P214_52
093,343256,2457157.67821,8,2.00278016,240,343252,2457157.67057,8,2.00278016,244,P188_42
094,343258,2457157.67821,8,2.00278016,244,343252,2457157.67057,8,2.00278016,244,P191_42
095,344322,2457175.52083,16,1.00139008,231,344318,2457175.51319,16,2.00278016,232,P145_45
096,344324,2457175.52083,16,1.00139008,231,344318,2457175.51319,16,2.00278016,232,P145_47
